Date,Open,High,Low,Close,Adj Close,Volume
2021-10-25,417.899994,435.399994,405.100006,433.100006,433.100006,279120
2021-10-26,440.799988,454.399994,418.649994,428.799988,428.799988,379720
2021-10-27,425.799988,434.799988,419.200012,420.000000,420.000000,233350
2021-10-28,431.299988,440.500000,422.000000,436.200012,436.200012,169070
2021-10-29,425.399994,439.799988,422.000000,439.100006,439.100006,218560
2021-11-01,444.799988,463.299988,444.000000,463.200012,463.200012,211610
2021-11-02,450.600006,457.200012,441.600006,447.000000,447.000000,255660
2021-11-03,450.399994,469.500000,446.200012,468.899994,468.899994,238470
2021-11-04,480.500000,500.500000,478.500000,487.299988,487.299988,268540
2021-11-05,494.000000,498.200012,473.500000,475.600006,475.600006,191510
2021-11-08,473.299988,484.100006,469.700012,477.500000,477.500000,138320
2021-11-09,488.700012,491.100006,448.200012,454.100006,454.100006,224320
2021-11-10,440.799988,464.700012,423.600006,441.100006,441.100006,255670
2021-11-11,462.000000,463.000000,452.899994,453.899994,453.899994,121550
2021-11-12,451.000000,468.100006,442.600006,467.700012,467.700012,111000
2021-11-15,469.000000,472.700012,453.000000,464.100006,464.100006,103570
2021-11-16,462.299988,474.600006,461.899994,473.899994,473.899994,96070
2021-11-17,479.299988,481.459991,457.200012,461.299988,461.299988,104160
2021-11-18,465.700012,469.500000,449.500000,459.500000,459.500000,131850
2021-11-19,467.500000,474.700012,463.489990,471.799988,471.799988,106050
2021-11-22,482.000000,492.649994,445.799988,449.399994,449.399994,245250
2021-11-23,448.100006,458.329987,416.399994,436.500000,436.500000,270310
2021-11-24,428.299988,451.500000,416.500000,449.500000,449.500000,117660
2021-11-26,437.399994,441.100006,416.100006,425.200012,425.200012,142420
2021-11-29,445.000000,451.799988,436.429993,445.000000,445.000000,171890
2021-11-30,441.899994,452.399994,413.000000,425.799988,425.799988,194620
2021-12-01,441.799988,445.799988,389.500000,390.500000,390.500000,216870
2021-12-02,387.500000,401.299988,377.000000,391.700012,391.700012,258070
2021-12-03,388.000000,389.679993,336.489990,351.200012,351.200012,768490
2021-12-06,348.000000,376.989990,333.100006,374.399994,374.399994,399740
2021-12-07,399.799988,412.500000,392.609985,409.399994,409.399994,345970
2021-12-08,406.899994,422.000000,399.100006,417.600006,417.600006,223490
2021-12-09,416.700012,429.399994,394.000000,394.600006,394.600006,281440
2021-12-10,402.000000,405.500000,382.200012,397.600006,397.600006,237820
2021-12-13,393.500000,394.399994,364.500000,366.200012,366.200012,313680
2021-12-14,349.500000,366.100006,345.399994,363.500000,363.500000,451100
2021-12-15,357.700012,383.500000,335.600006,382.600006,382.600006,734810
2021-12-16,388.000000,391.000000,341.510010,346.799988,346.799988,426560
2021-12-17,335.000000,359.130005,330.100006,345.399994,345.399994,311920
2021-12-20,327.399994,331.489990,316.450012,325.399994,325.399994,460040
2021-12-21,336.000000,357.700012,327.500000,357.000000,357.000000,407430
2021-12-22,350.000000,368.600006,346.799988,368.600006,368.600006,284590
2021-12-23,366.799988,382.500000,362.100006,379.200012,379.200012,378870
2021-12-27,379.899994,399.399994,379.799988,393.500000,393.500000,334540
2021-12-28,396.200012,396.899994,382.000000,385.500000,385.500000,241040
2021-12-29,383.799988,387.750000,366.100006,375.799988,375.799988,226420
2021-12-30,372.600006,401.600006,372.600006,390.700012,390.700012,291690
2021-12-31,386.799988,394.100006,374.600006,375.299988,375.299988,216230
2022-01-03,389.100006,402.299988,382.000000,400.200012,400.200012,356910
2022-01-04,400.200012,400.200012,365.959991,380.399994,380.399994,483560
2022-01-05,372.799988,387.799988,342.299988,342.899994,342.899994,502170
2022-01-06,340.299988,359.600006,329.000000,349.100006,349.100006,376630
2022-01-07,355.899994,364.399994,337.899994,342.399994,342.399994,372260
2022-01-10,330.399994,344.500000,311.100006,344.200012,344.200012,577770
2022-01-11,340.000000,361.100006,334.299988,359.600006,359.600006,344860
2022-01-12,373.000000,379.399994,363.100006,372.700012,372.700012,361080
2022-01-13,373.299988,373.299988,329.619995,333.200012,333.200012,575240
2022-01-14,325.000000,342.600006,324.399994,342.500000,342.500000,352620
2022-01-18,320.329987,333.100006,312.399994,317.200012,317.200012,332930
2022-01-19,321.200012,329.000000,307.350006,308.299988,308.299988,290150
2022-01-20,326.399994,335.100006,303.700012,306.500000,306.500000,387060
