Date,Open,High,Low,Close,Adj Close,Volume
2023-09-01,43.209999,43.360001,41.750000,42.290001,42.141560,82413500
2023-09-05,41.970001,42.820000,41.660000,42.400002,42.251171,61889300
2023-09-06,42.139999,42.240002,40.580002,41.279999,41.135101,74029100
2023-09-07,39.740002,40.599998,39.380001,40.380001,40.238262,84311500
2023-09-08,40.310001,41.240002,40.169998,40.500000,40.357841,74770800
2023-09-11,41.490002,42.090000,40.840000,41.880001,41.732998,70856400
2023-09-12,41.340000,41.810001,40.400002,40.540001,40.397701,77762100
2023-09-13,40.580002,41.490002,40.189999,40.939999,40.796295,85424700
2023-09-14,41.500000,42.240002,40.799999,41.900002,41.752926,76189900
2023-09-15,41.450001,41.590000,39.430000,39.750000,39.610474,89663700
2023-09-18,39.430000,40.220001,39.330002,39.840000,39.700157,62399100
2023-09-19,39.410000,39.830002,38.599998,39.599998,39.460999,74370700
2023-09-20,39.770000,39.900002,37.700001,37.750000,37.750000,98019200
2023-09-21,36.549999,36.779999,35.570000,35.599998,35.599998,107851700
2023-09-22,36.130001,36.779999,35.520000,35.630001,35.630001,94090600
2023-09-25,35.310001,36.139999,35.009998,36.099998,36.099998,81269200
2023-09-26,35.310001,35.480000,34.169998,34.490002,34.490002,105339700
2023-09-27,34.810001,35.270000,33.630001,34.700001,34.700001,128435800
2023-09-28,34.389999,36.169998,34.130001,35.540001,35.540001,134072900
2023-09-29,36.580002,37.000000,35.230000,35.619999,35.619999,143081300
2023-10-02,35.669998,36.900002,35.480000,36.470001,36.470001,118231600
2023-10-03,35.709999,36.389999,34.040001,34.540001,34.540001,133269500
2023-10-04,34.779999,36.189999,34.639999,35.939999,35.939999,126379600
2023-10-05,35.889999,36.000000,34.500000,35.560001,35.560001,109003100
2023-10-06,34.650002,37.689999,34.410000,37.349998,37.349998,147151000
2023-10-09,36.610001,38.090000,36.139999,37.900002,37.900002,105483000
2023-10-10,38.009998,39.369999,37.849998,38.520000,38.520000,108054800
2023-10-11,38.939999,39.410000,38.400002,39.340000,39.340000,95855400
2023-10-12,39.470001,40.049999,38.119999,38.880001,38.880001,118254600
2023-10-13,39.090000,39.279999,36.970001,37.410000,37.410000,129755500
2023-10-16,37.820000,39.000000,37.770000,38.669998,38.669998,86576100
2023-10-17,37.520000,38.820000,36.849998,38.299999,38.299999,105193500
2023-10-18,37.470001,38.180000,36.330002,36.680000,36.680000,131582600
2023-10-19,37.150002,37.509998,35.439999,35.700001,35.700001,185025200
2023-10-20,35.520000,35.700001,34.020000,34.090000,34.090000,138488400
2023-10-23,33.669998,35.410000,33.060001,34.389999,34.389999,131799500
2023-10-24,34.900002,35.590000,34.400002,35.360001,35.360001,122049000
